id,team_id,name,position,jersey_number,goals,assists
987,24,Anthony Elanga,FW,11,0,0
988,24,Viktor Johansson,GK,12,0,0
989,24,Ken Sema,MF,13,0,0
990,24,Hjalmar Ekdal,DF,14,0,0
991,24,Carl Starfelt,DF,15,0,0
992,24,Jesper Karlstrom,MF,16,0,0
993,24,Viktor Gyokeres,FW,17,0,0
994,24,Yasin Ayari,MF,18,0,0
995,24,Mattias Svanberg,MF,19,0,0
996,24,Eric Smith,DF,20,0,0
997,24,Alexander Bernhardsson,DF,21,0,0
998,24,Besfort Zeneli,MF,22,0,0
999,24,Kristoffer Nordfeldt,GK,23,0,0
1000,24,Elliot Stroud,DF,24,0,0
1001,24,Gustaf Nilsson,FW,25,0,0
1002,24,Taha Ali,FW,26,0,0
1003,6,Gregor Kobel,GK,1,0,0
1004,6,Miro Muheim,DF,2,0,0
1005,6,Silvan Widmer,DF,3,0,0
1006,6,Nico Elvedi,DF,4,0,0
1007,6,Manuel Akanji,DF,5,0,0
1008,6,Denis Zakaria,MF,6,0,0
1009,6,Breel Embolo,FW,7,0,0
1010,6,Remo Freuler,MF,8,0,0
1011,6,Johan Manzambi,MF,9,0,0
1012,6,Granit Xhaka,MF,10,0,0
1013,6,Dan Ndoye,FW,11,0,0
1014,6,Yvon Mvogo,GK,12,0,0
1015,6,Ricardo Rodriguez,DF,13,0,0
1016,6,Ardon Jashari,MF,14,0,0
1017,6,Djibril Sow,MF,15,0,0
1018,6,Christian Fassnacht,FW,16,0,0
1019,6,Ruben Vargas,FW,17,0,0
1020,6,Eray Coemert,DF,18,0,0
1021,6,Noah Okafor,FW,19,0,0
1022,6,Michel Aebischer,MF,20,0,0
1023,6,Marvin Keller,GK,21,0,0
1024,6,Fabian Rieder,MF,22,0,0
1025,6,Zeki Amdouni,FW,23,0,0
1026,6,Aurele Amenda,DF,24,0,0
1027,6,Luca Jaquez,DF,25,0,0
1028,6,Cedric Itten,FW,26,0,0
1029,23,Mouhib Chamakh,GK,1,0,0
1030,23,Ali Abdi,DF,2,0,0
1031,23,Montassar Talbi,DF,3,0,0
1032,23,Omar Rekik,DF,4,0,0
1033,23,Adam Arous,DF,5,0,0
1034,23,Dylan Bronn,DF,6,0,0
1035,23,Elias Achouri,FW,7,0,0
1036,23,Elias Saad,FW,8,0,0
1037,23,Hazem Mastouri,FW,9,0,0
1038,23,Hannibal Mejbri,MF,10,0,0
1039,23,Ismael Gharbi,MF,11,0,0
1040,23,Mortadha Ben Ouanes,DF,12,0,0
1041,23,Rani Khedira,MF,13,0,0
1042,23,Khalil Ayari,MF,14,0,0
1043,23,Mohamed Hadj Mahmoud,MF,15,0,0
1044,23,Aymen Dahmen,GK,16,0,0
1045,23,Ellyes Skhiri,MF,17,0,0
1046,23,Rayan Elloumi,FW,18,0,0
1047,23,Firas Chaouat,FW,19,0,0
1048,23,Yan Valery,DF,20,0,0
1049,23,Mohamed Amine Ben Hmida,DF,21,0,0
1050,23,Sabri Ben Hessen,GK,22,0,0
1051,23,Moutaz Neffati,DF,23,0,0
1052,23,Raed Chikhaoui,DF,24,0,0
1053,23,Anis Slimane,MF,25,0,0
1054,23,Sebastian Tounekti,MF,26,0,0
1055,15,Arda Guler,GK,1,0,0
1056,15,Deniz Gul,DF,2,0,0
1057,15,Hakan Calhanoglu,DF,3,0,0
1058,15,Kenan Yildiz,DF,4,0,0
1059,15,Altay Bayindir,MF,5,0,0
1060,15,Eren Elmali,MF,6,0,0
1061,15,Abdulkerim Bardakci,FW,7,0,0
1062,15,Ozan Kabak,FW,8,0,0
1063,15,Ismail Yuksek,FW,9,0,0
1064,15,Irfan Can Kahveci,MF,10,0,0
1065,15,Mert Muldur,FW,11,0,0
1066,15,Yunus Akgun,GK,12,0,0
1067,15,Ferdi Kadioglu,DF,13,0,0
1068,15,Baris Alper Yilmaz,DF,14,0,0
1069,15,Kaan Ayhan,DF,15,0,0
1070,15,Ugurcan Cakir,MF,16,0,0
1071,15,Oguz Aydin,FW,17,0,0
1072,15,Samet Akaydin,DF,18,0,0
1073,15,Can Uzun,FW,19,0,0
1074,15,Mert Gunok,DF,20,0,0
1075,15,Zeki Celik,FW,21,0,0
1076,15,Merih Demiral,MF,22,0,0
1077,15,Caglar Soyuncu,GK,23,0,0
1078,15,Salih Ozcan,FW,24,0,0
1079,15,Orkun Kokcu,DF,25,0,0
1080,15,Kerem Akturkoglu,FW,26,0,0
1081,30,Sergio Rochet,GK,1,0,0
1082,30,Jose Maria Gimenez,DF,2,0,0
1083,30,Sebastian Caceres,DF,3,0,0
1084,30,Ronald Araujo,DF,4,0,0
1085,30,Manuel Ugarte,MF,5,0,0
1086,30,Rodrigo Bentancur,MF,6,0,0
1087,30,Nicolas De La Cruz,MF,7,0,0
1088,30,Federico Valverde,MF,8,0,0
1089,30,Darwin Nunez,FW,9,0,0
1090,30,Giorgian De Arrascaeta,MF,10,0,0
1091,30,Facundo Pellistri,FW,11,0,0
1092,30,Santiago Mele,GK,12,0,0
1093,30,Guillermo Varela,DF,13,0,0
1094,30,Agustin Canobbio,MF,14,0,0
1095,30,Emiliano Martinez,MF,15,0,0
1096,30,Mathias Olivera,DF,16,0,0
1097,30,Matias Vina,DF,17,0,0
1098,30,Brian Rodriguez,FW,18,0,0
1099,30,Rodrigo Aguirre,FW,19,0,0
1100,30,Maxi Araujo,MF,20,0,0
1101,30,Federico Vinas,FW,21,0,0
1102,30,Joaquin Piquerez,MF,22,0,0
1103,30,Fernando Muslera,GK,23,0,0
1104,30,Santiago Bueno,DF,24,0,0
1105,30,Juan Manuel Sanabria,MF,25,0,0
1106,30,Rodrigo Zalazar,MF,26,0,0
1107,13,Matt Turner,GK,1,0,0
1108,13,Sergino Dest,DF,2,0,0
1109,13,Chris Richards,DF,3,0,0
1110,13,Tyler Adams,MF,4,0,0
1111,13,Antonee Robinson,DF,5,0,0
1112,13,Auston Trusty,DF,6,0,0
1113,13,Giovanni Reyna,MF,7,0,0
1114,13,Ricardo Pepi,MF,8,0,0
1115,13,Christian Pulisic,FW,9,0,0
1116,13,Brenden Aaronson,FW,10,0,0
1117,13,Miles Robinson,FW,11,0,0
1118,13,Tim Ream,DF,12,0,0
1119,13,Sebastian Berhalter,DF,13,0,0
1120,13,Cristian Roldan,MF,14,0,0
1121,13,Alex Freeman,MF,15,0,0
1122,13,Malik Tillman,DF,16,0,0
1123,13,Max Arfsten,MF,17,0,0
1124,13,Haji Wright,DF,18,0,0
1125,13,Folarin Balogun,FW,19,0,0
1126,13,Timothy Weah,FW,20,0,0
1127,13,Joe Scally,FW,21,0,0
1128,13,Matt Freese,DF,22,0,0
1129,13,Chris Brady,DF,23,0,0
1130,13,Alex Zendejas,GK,24,0,0
1131,43,Utkir Yusupov,GK,1,0,0
1132,43,Abdukodir Khusanov,DF,2,0,0
1133,43,Khojiakbar Alijonov,DF,3,0,0
1134,43,Farrukh Sayfiev,DF,4,0,0
1135,43,Rustam Ashurmatov,DF,5,0,0
1136,43,Akmal Mozgovoy,MF,6,0,0
1137,43,Otabek Shukurov,MF,7,0,0
1138,43,Jamshid Iskanderov,MF,8,0,0
1139,43,Odiljon Xamrobekov,MF,9,0,0
1140,43,Jaloliddin Masharipov,MF,10,0,0
1141,43,Oston Urunov,MF,11,0,0
1142,43,Abduvohid Nematov,GK,12,0,0
1143,43,Sherzod Nasrullaev,DF,13,0,0
1144,43,Eldor Shomurodov,FW,14,0,0
1145,43,Umar Eshmurodov,DF,15,0,0
1146,43,Botirali Ergashev,GK,16,0,0
1147,43,Dostonbek Khamdamov,MF,17,0,0
1148,43,Abdulla Abdullaev,DF,18,0,0
1149,43,Azizjon Ganiev,MF,19,0,0
1150,43,Azizbek Amonov,FW,20,0,0
1151,43,Igor Sergeev,FW,21,0,0
1152,43,Abbosbek Fayzullaev,MF,22,0,0
1153,43,Sherzod Esanov,MF,23,0,0
1154,43,Behruzjon Karimov,DF,24,0,0
1155,43,Avazbek Ulmasaliyev,DF,25,0,0
1156,43,Jakhongir Urozov,DF,26,0,0
